,Label_0,Label_1,Label_2,Label_3,Label_4,Label_5,Label_6,Label_7,Label_8,Label_9,Label_10,Label_11,Label_12,Label_13,Label_14,Label_15,Label_16,Label_17,Label_18,Label_19,Label_20,Label_21,Label_22,Label_23,Label_24,Label_25,Label_26,Label_27,Label_28,Label_29,Label_30,Label_31,Label_32,Label_33,Label_34,Label_35,Label_36,Label_37,Label_38,Label_39,Label_40,Label_41,Label_42,Label_43,Label_44,Label_45,Label_46,Label_47,Label_48,Label_49,Label_50,Label_51,Label_52,Label_53,Label_54,Label_55,Label_56,Label_57,Label_58,Label_59,Label_60,Label_61,Label_62,Label_63,Label_64,Label_65,Label_66,Label_67,Label_68,Label_69,Label_70,Label_71,Label_72,Label_73,Label_74,Label_75,Label_76,Label_77,Label_78,Label_79,Label_80,Label_81,Label_82,Label_83,Label_84,Label_85,Label_86,Label_87,Label_88,Label_89,Label_90,Label_91,Label_92,Label_93,Label_94,Label_95,Label_96,Label_97,Label_98,Label_99
0,0,0,400,0,0,0,0,0,0,0,800,0,0,0,0,0,400,0,400,0,0,0,0,0,0,400,0,0,0,0,0,0,400,0,0,0,0,400,0,0,800,0,0,0,400,0,0,0,0,0,800,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,400,0,0,0,0,0,0,0,0,400,400,0,0,400,0,0,0,400,800,0,400,0,400,0,400
1,29,58,0,0,0,0,29,0,29,29,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,0,29,29,29,29,58,0,29,0,0,0,0,0,0,0,0,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,29,29,29,0,0,0,0,0,29,0,0,0,0,0
2,0,0,0,0,378,189,0,189,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,378,0,189,189,0,0,189,0,0,0,0,189,0,189,0,0,0,0,0,0,0,0,189,189,0,0,0,0,189,189,0,0,0,0,0,0,189,189,0,0,0,0,0,0,0,0,0,0,0,189,0,189,189,0,0,0,0,0,0,0,0,0,0,189,0,189,378,0,0,0,0,0,0
3,0,0,0,99,0,0,0,0,99,99,0,99,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,99,0,0,0,0,99,0,0,0,0,0,0,99,0,0,0,0,99,0,0,0,99,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,0,0,99,198,0,0,198,99,99,99,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,10,5,0,0,5,0,0,0,5,10,0,0,5,0,0,5,5,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0
5,0,0,0,0,73,0,73,0,0,0,73,0,0,73,0,0,0,73,0,0,0,0,0,73,0,0,73,73,73,0,0,0,0,73,0,0,0,0,0,0,0,0,0,146,0,0,0,73,0,0,0,0,73,73,0,0,0,0,73,0,73,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,73,0,0,0,0,0,73,0,0,0,0,0,0,0,0,73,0,0,0,73,146,0,73
6,374,374,0,0,0,0,0,0,374,0,0,0,748,0,0,0,0,0,374,0,0,0,374,0,0,374,0,0,374,0,374,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,748,374,374,0,0,374,374,0,0,0,374,374,0,0,0,0,0,0,0,0,0,0,374,0,0,0,374,0,0,0,0,374,374,0,0,374,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,82,0,82,82,82,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,82,82,0,0,0,0,0,82,0,0,0,0,82,82,82,0,82,82,0,0,82,82,0,0,0,0,0,0,82,0,0,0,0,82,0,0,0,0,0,82,0,0,0,0,0,0,0,0,82,0,82,82,82,82,0,0,0,0,82
8,0,131,262,0,131,0,0,131,0,0,131,0,0,0,131,0,0,0,262,0,0,0,0,0,131,0,0,0,0,131,0,0,131,0,0,0,0,0,0,131,0,131,0,131,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,131,0,0,0,0,0,0,262,0,0,0,0,262,0,131,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,131,0,0
9,200,0,0,0,0,0,0,0,0,0,0,0,0,200,0,200,0,200,200,0,0,0,0,200,0,0,200,0,0,0,0,200,0,0,400,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,0,0,0,0,0,200,0,0,200,0,0,0,200,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,200,200,200,200,200,0,0,0,0,0,0,0,200,0
