0,0,0,0,0,5,5,0,0,5
12,0,12,0,0,0,12,0,0,0
0,0,1,1,0,0,0,0,0,1
0,0,2,0,0,2,2,0,0,0
0,0,4,0,0,0,0,8,0,0
0,51,0,51,0,0,0,0,51,0
30,0,30,0,0,0,0,30,0,0
38,0,0,0,0,38,0,38,0,0
0,0,0,0,0,0,6,6,6,0
0,27,0,27,27,0,0,0,0,0
0,0,0,0,0,0,0,1,0,2
468,0,0,0,468,468,0,0,0,0
0,0,4,0,0,0,0,0,2,0
0,0,13,0,0,0,0,0,26,0
0,0,0,0,0,0,17,0,34,0
53,53,0,53,0,0,0,0,0,0
0,0,19,0,19,0,19,0,0,0
0,0,0,0,0,0,36,0,36,36
0,37,0,0,37,37,0,0,0,0
0,0,0,0,0,0,23,23,0,23
0,0,0,0,0,0,0,0,6,12
0,0,26,0,26,0,0,26,0,0
0,0,33,33,0,0,0,33,0,0
0,229,458,0,0,0,0,0,0,0
73,0,0,0,73,0,73,0,0,0
0,7,0,7,0,0,0,0,0,7
0,0,0,0,0,64,0,0,0,32
0,0,0,0,0,56,0,0,56,56
0,0,0,0,0,2,1,0,0,0
0,0,0,0,0,0,370,0,0,185
0,0,0,11,0,0,0,11,11,0
0,0,7,0,0,7,7,0,0,0
0,0,0,0,0,0,0,5,5,5
0,0,19,19,0,19,0,0,0,0
8,0,0,0,0,0,0,8,0,8
8,0,0,0,8,0,8,0,0,0
0,0,0,0,6,0,0,0,0,0
0,292,0,0,0,0,0,0,0,584
0,24,0,0,0,12,0,0,0,0
0,0,33,0,0,0,33,33,0,0
0,0,40,0,0,20,0,0,0,0
13,13,0,0,0,0,13,0,0,0
0,38,0,38,0,38,0,0,0,0
0,0,139,0,139,0,0,0,139,0
8,8,8,0,0,0,0,0,0,0
5,0,5,0,0,0,0,0,5,0
0,0,0,0,5,0,0,0,0,10
34,0,0,0,0,0,34,34,0,0
0,0,0,0,0,11,11,11,0,0
4157,0,0,4157,0,0,4157,0,0,0
