48,54,52,43,41,56,53,63,43,47
42,52,60,52,49,49,48,47,45,56
52,45,55,61,44,46,40,51,65,41
56,52,59,40,49,53,39,53,43,56
58,45,48,52,53,50,47,45,57,45
46,50,47,50,39,63,44,51,54,56
62,42,48,44,49,51,53,63,39,49
38,49,59,45,48,50,55,50,52,54
54,62,45,41,47,43,53,50,49,56
48,47,57,36,56,49,54,50,51,52
47,54,48,53,41,53,54,52,39,59
65,57,47,48,55,49,50,46,46,37
64,31,43,57,57,51,49,48,51,49
49,44,54,49,54,63,46,41,52,48
42,45,53,45,55,54,63,52,41,50
52,55,40,63,51,44,50,39,56,50
44,46,52,40,50,55,49,63,53,48
47,43,55,55,52,46,52,49,54,47
47,49,54,58,59,49,56,46,36,46
45,66,57,42,46,54,56,43,50,41
49,40,47,63,50,52,48,59,50,42
47,39,47,41,56,44,62,61,55,48
49,49,36,59,59,62,46,50,39,51
45,52,57,46,53,43,50,62,47,45
59,40,45,37,47,62,44,52,58,56
48,64,47,41,47,52,52,48,55,46
46,45,51,53,42,45,57,56,51,54
47,54,45,52,49,56,62,37,52,46
45,49,42,54,52,44,51,46,54,63
44,55,49,56,71,34,45,41,51,54
53,42,41,62,50,47,51,56,51,47
51,53,47,46,54,40,49,55,49,56
40,48,50,49,61,46,56,55,46,49
61,39,56,58,46,58,50,46,40,46
52,50,61,51,45,40,51,60,46,44
59,40,50,46,55,53,58,45,48,46
61,52,64,47,48,51,32,45,44,56
63,53,48,52,46,51,35,48,60,44
65,55,43,50,44,50,51,45,50,47
48,51,44,40,52,45,51,56,55,58
54,54,43,42,61,53,51,43,52,47
63,50,49,51,39,41,53,57,52,45
50,54,56,66,44,46,33,51,43,57
47,47,45,71,51,45,49,56,49,40
46,56,55,55,43,44,44,55,54,48
51,43,35,50,48,51,53,54,53,62
53,54,48,45,41,54,53,44,46,62
42,45,52,51,46,74,41,55,53,41
31,47,46,60,57,47,58,57,49,48
57,56,39,57,59,36,57,39,45,55
43,50,48,48,54,60,53,52,39,53
39,48,46,64,52,37,46,44,65,59
57,39,59,30,56,58,58,39,63,41
56,54,44,59,49,56,41,52,53,36
49,48,47,41,52,47,52,61,50,53
55,51,45,48,55,44,49,47,54,52
54,53,53,47,44,48,43,58,54,46
47,52,60,56,52,54,52,41,43,43
46,62,37,52,39,58,56,53,50,47
47,48,42,58,57,45,41,50,50,62
41,61,46,47,48,50,54,56,44,53
47,46,38,48,55,65,53,53,51,44
51,64,54,50,52,42,43,43,46,55
59,53,45,56,50,33,60,46,47,51
48,49,41,56,44,57,53,47,48,57
50,46,51,60,53,48,48,44,47,53
57,59,52,38,56,36,44,52,49,57
39,42,56,49,48,49,57,63,55,42
52,49,52,63,51,49,42,56,34,52
52,48,52,55,55,47,52,37,42,60
47,54,55,46,56,50,53,46,49,44
55,52,55,60,38,48,49,46,46,51
46,51,50,58,46,50,53,50,45,51
50,48,46,43,53,52,56,50,50,52
52,37,60,44,40,52,47,43,63,62
43,49,57,49,59,58,44,43,47,51
52,47,39,49,66,58,44,46,50,49
58,47,52,47,39,55,47,51,56,48
44,57,53,50,49,50,48,40,55,54
47,45,51,59,65,52,40,46,46,49
51,52,58,45,46,52,48,62,46,40
50,36,47,37,51,60,52,48,55,64
56,57,49,49,43,50,51,44,52,49
39,53,51,50,56,54,47,46,54,50
50,46,60,51,40,50,62,49,43,49
52,60,44,53,43,51,55,50,48,44
46,56,55,33,48,51,52,56,55,48
45,54,51,56,46,52,54,40,58,44
43,47,53,46,58,57,46,55,55,40
58,54,55,50,45,49,46,47,52,44
47,49,49,51,48,43,52,55,59,47
55,47,50,35,61,49,52,52,49,50
48,50,60,56,51,46,44,47,54,44
57,50,54,50,42,40,50,50,54,53
47,55,51,48,37,40,57,63,47,55
45,54,49,49,42,53,48,43,53,64
43,46,63,56,44,51,60,46,48,43
44,59,54,42,48,48,50,59,49,47
57,51,48,43,49,49,54,47,49,53
52,51,42,45,58,53,38,50,56,55
