,Label_0,Label_1,Label_2,Label_3,Label_4,Label_5,Label_6,Label_7,Label_8,Label_9
0,150,150,0,0,0,0,0,0,0,0
1,177,177,0,0,0,0,0,0,0,0
2,138,138,0,0,0,0,0,0,0,0
3,137,137,0,0,0,0,0,0,0,0
4,111,111,0,0,0,0,0,0,0,0
5,179,179,0,0,0,0,0,0,0,0
6,141,141,0,0,0,0,0,0,0,0
7,159,159,0,0,0,0,0,0,0,0
8,142,142,0,0,0,0,0,0,0,0
9,139,139,0,0,0,0,0,0,0,0
10,147,147,0,0,0,0,0,0,0,0
11,152,152,0,0,0,0,0,0,0,0
12,149,149,0,0,0,0,0,0,0,0
13,156,156,0,0,0,0,0,0,0,0
14,146,146,0,0,0,0,0,0,0,0
15,141,141,0,0,0,0,0,0,0,0
16,147,147,0,0,0,0,0,0,0,0
17,174,174,0,0,0,0,0,0,0,0
18,139,139,0,0,0,0,0,0,0,0
19,153,153,0,0,0,0,0,0,0,0
20,151,151,0,0,0,0,0,0,0,0
21,150,150,0,0,0,0,0,0,0,0
22,154,154,0,0,0,0,0,0,0,0
23,185,185,0,0,0,0,0,0,0,0
24,127,127,0,0,0,0,0,0,0,0
25,159,159,0,0,0,0,0,0,0,0
26,179,179,0,0,0,0,0,0,0,0
27,133,133,0,0,0,0,0,0,0,0
28,153,153,0,0,0,0,0,0,0,0
29,135,135,0,0,0,0,0,0,0,0
30,159,159,0,0,0,0,0,0,0,0
31,146,146,0,0,0,0,0,0,0,0
32,163,163,0,0,0,0,0,0,0,0
33,152,152,0,0,0,0,0,0,0,0
34,161,161,0,0,0,0,0,0,0,0
35,168,168,0,0,0,0,0,0,0,0
36,111,111,0,0,0,0,0,0,0,0
37,132,132,0,0,0,0,0,0,0,0
38,137,137,0,0,0,0,0,0,0,0
39,147,147,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,169,0,169,0
41,0,0,0,0,0,162,0,0,0,162
42,0,0,0,0,0,158,0,0,158,0
43,0,0,0,0,0,154,0,0,0,154
44,0,0,0,0,144,144,0,0,0,0
45,0,0,0,175,0,0,0,0,0,175
46,0,0,0,0,0,0,156,0,156,0
47,0,0,166,166,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,165,165
49,0,0,0,0,137,0,0,0,0,137
50,0,0,0,0,0,145,0,0,0,145
51,0,0,171,0,171,0,0,0,0,0
52,0,0,0,0,0,0,161,0,161,0
53,0,0,0,172,0,0,0,0,0,172
54,0,0,0,0,148,0,148,0,0,0
55,0,0,129,0,0,0,0,129,0,0
56,0,0,0,0,182,182,0,0,0,0
57,0,0,139,0,0,0,0,0,0,139
58,0,0,142,0,142,0,0,0,0,0
59,0,0,147,0,0,0,0,0,147,0
60,0,0,155,0,0,0,0,0,0,155
61,0,0,0,156,0,0,0,156,0,0
62,0,0,0,0,0,0,0,138,138,0
63,0,0,0,0,0,0,0,173,0,173
64,0,0,0,0,172,172,0,0,0,0
65,0,0,127,127,0,0,0,0,0,0
66,0,0,148,0,0,0,148,0,0,0
67,0,0,0,0,143,0,0,143,0,0
68,0,0,0,0,0,0,146,0,0,146
69,0,0,0,158,0,0,0,0,0,158
70,0,0,0,0,0,171,171,0,0,0
71,0,0,0,140,0,0,0,140,0,0
72,0,0,0,148,148,0,0,0,0,0
73,0,0,0,0,0,0,0,187,0,187
74,0,0,144,0,0,0,0,0,144,0
75,0,0,0,0,0,146,0,146,0,0
76,0,0,0,0,0,0,0,0,146,146
77,0,0,0,0,0,0,0,157,0,157
78,0,0,152,0,152,0,0,0,0,0
79,0,0,0,0,0,143,143,0,0,0
80,0,0,157,0,0,0,0,0,157,0
81,0,0,0,0,0,0,128,0,128,0
82,0,0,0,0,0,0,0,154,154,0
83,0,0,0,146,0,0,146,0,0,0
84,0,0,0,149,0,0,149,0,0,0
85,0,0,149,0,0,0,0,149,0,0
86,0,0,0,0,0,0,0,146,146,0
87,0,0,147,0,0,0,0,0,147,0
88,0,0,153,153,0,0,0,0,0,0
89,0,0,0,0,0,140,0,0,140,0
90,0,0,0,0,0,0,0,148,148,0
91,0,0,136,0,0,0,136,0,0,0
92,0,0,0,0,0,0,146,146,0,0
93,0,0,0,164,0,164,0,0,0,0
94,0,0,150,0,0,0,0,0,0,150
95,0,0,131,0,0,0,0,0,0,131
96,0,0,0,159,159,0,0,0,0,0
97,0,0,0,0,0,122,122,0,0,0
98,0,0,0,0,0,176,0,0,0,176
99,0,0,155,0,0,0,0,0,155,0
